Model,Threshold,Accuracy,Precision,Recall,F1,ROC-AUC,PR-AUC,True_Negatives,False_Positives,False_Negatives,True_Positives,Validation_PR-AUC,Validation_F1
Baseline Logistic,0.25,0.865265760197775,0.45188284518828453,0.5538461538461539,0.4976958525345622,0.8648665693641098,0.47894265600070335,1292,131,87,108,0.5167062188737556,0.5169082125603864
