Random_State,ROC-AUC,PR-AUC
1,0.8665855812025876,0.5003338806775628
21,0.8666720723642719,0.45911907975043886
42,0.8682901778474512,0.47742349152925884
84,0.8671495756527381,0.5324782578040836
168,0.833567580229562,0.477503383040324
