Group,N,Positive_Rate,ROC-AUC,PR-AUC,Precision,Recall,F1
Male,772,0.11269430051813471,0.8666666666666667,0.4921289982468553,0.45263157894736844,0.4942528735632184,0.4725274725274725
Female,846,0.1276595744680851,0.8614435912877647,0.47979425142526616,0.4513888888888889,0.6018518518518519,0.5158730158730159
